Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Aspect_Ration,Compactness,Class
61726,975.93,387.5365,203.772,62541,280.3426,0.8506,0.987,0.7553,0.8144,1.9018,0.7234,Çerçevelik
90393,1191.564,476.4243,242.591,91357,339.252,0.8607,0.9894,0.6248,0.8,1.9639,0.7121,Çerçevelik
86521,1192.182,485.0309,229.319,87686,331.9066,0.8812,0.9867,0.6964,0.765,2.1151,0.6843,Çerçevelik
86271,1103.9,413.2415,266.7061,87011,331.4267,0.7638,0.9915,0.7407,0.8896,1.5494,0.802,Çerçevelik
71362,1049.755,414.9604,219.8383,72526,301.4315,0.8481,0.984,0.6529,0.8138,1.8876,0.7264,Çerçevelik
79564,1111.074,433.5245,234.7559,80291,318.2829,0.8407,0.9909,0.7274,0.8099,1.8467,0.7342,Çerçevelik
79558,1134.31,452.8789,224.1003,80460,318.2709,0.869,0.9888,0.7376,0.777,2.0209,0.7028,Çerçevelik
66922,988.42,376.4136,227.9987,67537,291.9036,0.7957,0.9909,0.7121,0.8608,1.6509,0.7755,Çerçevelik
64970,1003.365,395.6425,211.4287,65720,287.615,0.8452,0.9886,0.7153,0.811,1.8713,0.727,Çerçevelik
58234,928.795,361.4551,206.0084,58772,272.2973,0.8217,0.9908,0.6884,0.8483,1.7546,0.7533,Çerçevelik
65694,1039.506,348.0645,243.978,67364,289.2131,0.7132,0.9752,0.693,0.764,1.4266,0.8309,Çerçevelik
80760,1110.025,432.0108,238.3009,81503,320.6662,0.8341,0.9909,0.6636,0.8236,1.8129,0.7423,Çerçevelik
66692,988.604,380.9275,224.1739,67373,291.4016,0.8085,0.9899,0.7302,0.8575,1.6993,0.765,Çerçevelik
79906,1118.411,429.4565,237.9886,80912,318.9663,0.8324,0.9876,0.6869,0.8028,1.8045,0.7427,Çerçevelik
69701,1011.576,387.5061,230.4676,70533,297.9028,0.8039,0.9882,0.7647,0.856,1.6814,0.7688,Çerçevelik
67155,983.199,367.0278,233.8553,67762,292.4114,0.7707,0.991,0.7756,0.873,1.5695,0.7967,Çerçevelik
85833,1115.847,428.6831,255.5393,86492,330.5843,0.8029,0.9924,0.7468,0.8663,1.6776,0.7712,Çerçevelik
102083,1227.894,470.3148,277.6607,103009,360.522,0.8071,0.991,0.7005,0.8508,1.6938,0.7666,Çerçevelik
66104,1040.25,425.5992,199.0564,66778,290.1142,0.8839,0.9899,0.6922,0.7676,2.1381,0.6817,Çerçevelik
58555,928.778,357.5607,210.1878,59384,273.0468,0.809,0.986,0.6839,0.853,1.7011,0.7636,Çerçevelik
81583,1115.162,447.6351,232.6595,82271,322.296,0.8543,0.9916,0.7428,0.8244,1.924,0.72,Çerçevelik
78665,1062.745,403.3284,249.6417,79463,316.4797,0.7854,0.99,0.7477,0.8753,1.6156,0.7847,Çerçevelik
88078,1120.597,425.8628,264.2496,88802,334.8797,0.7842,0.9918,0.7441,0.8814,1.6116,0.7864,Çerçevelik
69230,1034.131,409.9227,217.9278,70017,296.8945,0.847,0.9888,0.7276,0.8135,1.881,0.7243,Çerçevelik
83307,1174.366,482.5423,221.9604,84446,325.6835,0.8879,0.9865,0.7217,0.7591,2.174,0.6749,Çerçevelik
83831,1129.098,440.2412,243.5967,84587,326.7062,0.833,0.9911,0.6637,0.8263,1.8073,0.7421,Çerçevelik
104098,1232.895,468.9325,283.6828,105200,364.0628,0.7963,0.9895,0.705,0.8606,1.653,0.7764,Çerçevelik
73241,1016.409,384.3956,244.0753,73821,305.3741,0.7725,0.9921,0.7141,0.8909,1.5749,0.7944,Çerçevelik
71533,1014.49,389.4194,234.4829,72053,301.7924,0.7984,0.9928,0.7249,0.8734,1.6608,0.775,Çerçevelik
76809,1106.815,450.0162,218.3582,78095,312.7239,0.8744,0.9835,0.747,0.7879,2.0609,0.6949,Çerçevelik
71193,1015.746,390.9275,233.2664,71765,301.0743,0.8025,0.992,0.6939,0.8671,1.6759,0.7702,Çerçevelik
93586,1195.422,467.2541,255.8339,94683,345.1918,0.8368,0.9884,0.7235,0.823,1.8264,0.7388,Çerçevelik
74735,1088.097,450.2176,212.0164,75369,308.4729,0.8822,0.9916,0.7742,0.7932,2.1235,0.6852,Çerçevelik
75519,1091.496,439.4406,219.8421,76357,310.0867,0.8659,0.989,0.6364,0.7966,1.9989,0.7056,Çerçevelik
65627,974.981,378.4164,221.508,66278,289.0655,0.8108,0.9902,0.7476,0.8676,1.7084,0.7639,Çerçevelik
80397,1136.232,438.6483,234.1595,81828,319.9447,0.8456,0.9825,0.6895,0.7826,1.8733,0.7294,Çerçevelik
88901,1130.148,435.9188,260.4888,89632,336.4406,0.8018,0.9918,0.7272,0.8747,1.6735,0.7718,Çerçevelik
96992,1232.224,485.8869,255.2934,98214,351.4172,0.8508,0.9876,0.7138,0.8027,1.9032,0.7232,Çerçevelik
66755,978.902,372.6831,228.9288,67308,291.5392,0.7891,0.9918,0.7326,0.8754,1.6279,0.7823,Çerçevelik
68916,990.746,373.5179,236.5496,69497,296.2205,0.7739,0.9916,0.7313,0.8823,1.579,0.7931,Çerçevelik
81094,1145.03,475.3533,218.0615,81833,321.3286,0.8886,0.991,0.5881,0.7773,2.1799,0.676,Çerçevelik
62146,953.709,373.0999,212.9458,62810,281.2948,0.8211,0.9894,0.7473,0.8586,1.7521,0.7539,Çerçevelik
71614,1054.809,424.3977,215.7107,72302,301.9632,0.8612,0.9905,0.6183,0.8088,1.9674,0.7115,Çerçevelik
67437,1014.144,405.0178,213.6599,68094,293.0247,0.8495,0.9904,0.6643,0.824,1.8956,0.7235,Çerçevelik
77240,1050.233,395.1349,250.365,77916,313.6001,0.7736,0.9913,0.7343,0.88,1.5782,0.7937,Çerçevelik
64346,982.128,385.7231,213.6288,65000,286.2305,0.8326,0.9899,0.7272,0.8383,1.8056,0.7421,Çerçevelik
73864,1047.138,411.1656,229.4863,74691,306.6701,0.8297,0.9889,0.7506,0.8465,1.7917,0.7459,Çerçevelik
72540,1058.48,418.1253,222.1184,73637,303.9092,0.8472,0.9851,0.6394,0.8136,1.8824,0.7268,Çerçevelik
84484,1144.337,448.2374,242.6751,86046,327.9762,0.8408,0.9818,0.7272,0.8107,1.8471,0.7317,Çerçevelik
84614,1124.773,442.5786,244.3072,85361,328.2284,0.8338,0.9912,0.6707,0.8405,1.8116,0.7416,Çerçevelik
68156,1064.093,387.2451,225.5328,69811,294.5826,0.8129,0.9763,0.6553,0.7564,1.717,0.7607,Çerçevelik
66790,1011.459,401.4706,212.6615,67557,291.6156,0.8482,0.9886,0.7465,0.8204,1.8878,0.7264,Çerçevelik
68076,984.754,356.6101,244.7813,69002,294.4097,0.7272,0.9866,0.7391,0.8822,1.4569,0.8256,Çerçevelik
63644,956.977,368.403,220.4135,64256,284.6648,0.8013,0.9905,0.7504,0.8733,1.6714,0.7727,Çerçevelik
106959,1279.886,499.1699,274.9254,108018,369.0317,0.8347,0.9902,0.7313,0.8205,1.8157,0.7393,Çerçevelik
71362,1059.676,423.9298,215.4216,72505,301.4315,0.8613,0.9842,0.7118,0.7986,1.9679,0.711,Çerçevelik
61771,961.85,378.1497,208.5257,62330,280.4448,0.8342,0.991,0.6687,0.839,1.8134,0.7416,Çerçevelik
93169,1219.999,487.4302,245.1968,94394,344.4219,0.8643,0.987,0.7293,0.7866,1.9879,0.7066,Çerçevelik
105158,1271.152,490.9413,273.8355,106080,365.9116,0.83,0.9913,0.6976,0.8178,1.7928,0.7453,Çerçevelik
88750,1146.01,440.0256,257.7037,89450,336.1547,0.8106,0.9922,0.7262,0.8492,1.7075,0.7639,Çerçevelik
61627,953.866,367.6871,214.4253,62333,280.1177,0.8123,0.9887,0.753,0.8512,1.7148,0.7618,Çerçevelik
67306,998.616,375.0199,229.2614,68240,292.7399,0.7914,0.9863,0.6897,0.8481,1.6358,0.7806,Çerçevelik
73972,1082.562,431.518,219.077,75032,306.8942,0.8615,0.9859,0.6127,0.7932,1.9697,0.7112,Çerçevelik
65388,984.962,385.8947,216.5011,66018,288.5387,0.8278,0.9905,0.7463,0.847,1.7824,0.7477,Çerçevelik
61584,996.6,398.9668,198.1386,62692,280.02,0.868,0.9823,0.6486,0.7792,2.0136,0.7019,Çerçevelik
77905,1038.548,371.9293,267.6285,78770,314.9472,0.6944,0.989,0.7455,0.9077,1.3897,0.8468,Çerçevelik
82133,1153.061,444.589,235.6439,83220,323.3806,0.848,0.9869,0.7324,0.7763,1.8867,0.7274,Çerçevelik
95029,1182.327,445.366,273.9151,95885,347.8429,0.7885,0.9911,0.6947,0.8543,1.6259,0.781,Çerçevelik
78148,1058.412,399.5385,250.0895,78916,315.438,0.7799,0.9903,0.7417,0.8766,1.5976,0.7895,Çerçevelik
103042,1223.292,455.1749,289.9712,104062,362.2115,0.7708,0.9902,0.7566,0.8653,1.5697,0.7958,Çerçevelik
68506,1003.804,386.3475,226.9065,69259,295.338,0.8094,0.9891,0.7349,0.8544,1.7027,0.7644,Çerçevelik
85592,1149.044,460.0186,237.8423,86307,330.1199,0.856,0.9917,0.7231,0.8146,1.9341,0.7176,Çerçevelik
72637,1021.445,398.5861,232.6127,73209,304.1123,0.812,0.9922,0.7424,0.8749,1.7135,0.763,Çerçevelik
76078,1062.613,417.1863,232.994,76852,311.2323,0.8295,0.9899,0.7133,0.8467,1.7905,0.746,Çerçevelik
86012,1120.919,436.3853,251.6692,86654,330.9288,0.8169,0.9926,0.7278,0.8602,1.734,0.7583,Çerçevelik
80481,1105.159,440.6685,233.3747,81334,320.1118,0.8483,0.9895,0.6674,0.828,1.8882,0.7264,Çerçevelik
86298,1129.951,433.9604,253.8851,87075,331.4785,0.811,0.9911,0.7248,0.8494,1.7093,0.7638,Çerçevelik
78819,1074.629,426.057,235.9133,79437,316.7893,0.8327,0.9922,0.7543,0.8577,1.806,0.7435,Çerçevelik
83237,1093.642,427.6975,248.6075,83744,325.5467,0.8137,0.9939,0.75,0.8745,1.7204,0.7612,Çerçevelik
74041,1062.649,427.9002,221.4662,74848,307.0373,0.8556,0.9892,0.662,0.824,1.9321,0.7175,Çerçevelik
73257,1020.328,395.4755,236.6376,73807,305.4074,0.8012,0.9925,0.7799,0.8843,1.6712,0.7723,Çerçevelik
82405,1136.967,459.9338,228.809,83195,323.9156,0.8675,0.9905,0.6344,0.8011,2.0101,0.7043,Çerçevelik
70087,1004.981,389.6974,229.8159,70788,298.7265,0.8076,0.9901,0.6869,0.872,1.6957,0.7666,Çerçevelik
73959,1040.053,407.3151,232.3795,74636,306.8673,0.8213,0.9909,0.7264,0.8592,1.7528,0.7534,Çerçevelik
76930,1063.152,417.3471,235.203,77536,312.9702,0.8261,0.9922,0.6703,0.8553,1.7744,0.7499,Çerçevelik
75110,1061.797,417.4273,231.0868,76105,309.2459,0.8328,0.9869,0.6705,0.8372,1.8064,0.7408,Çerçevelik
69132,961.531,342.3836,257.6274,69616,296.6843,0.6586,0.993,0.7391,0.9396,1.329,0.8665,Çerçevelik
70905,996.609,384.2029,235.728,71369,300.4647,0.7897,0.9935,0.7182,0.8971,1.6299,0.782,Çerçevelik
95150,1243.634,513.2519,239.3845,96438,348.0643,0.8846,0.9866,0.7451,0.7731,2.144,0.6782,Çerçevelik
72109,1031.801,414.9175,221.8285,72725,303.005,0.8451,0.9915,0.6819,0.8512,1.8704,0.7303,Çerçevelik
64916,985.065,390.7908,212.0772,65486,287.4954,0.8399,0.9913,0.6486,0.8407,1.8427,0.7357,Çerçevelik
83314,1125.578,446.3463,239.785,84208,325.6972,0.8434,0.9894,0.6441,0.8264,1.8614,0.7297,Çerçevelik
96327,1179.48,453.4745,271.2626,97246,350.2104,0.8014,0.9905,0.7393,0.8701,1.6717,0.7723,Çerçevelik
67355,986.926,382.8355,225.5858,67861,292.8465,0.808,0.9925,0.6984,0.869,1.6971,0.7649,Çerçevelik
69297,1023.18,403.6807,219.3176,70009,297.0382,0.8395,0.9898,0.7112,0.8318,1.8406,0.7358,Çerçevelik
104535,1259.321,501.9452,266.6191,105577,364.8261,0.8473,0.9901,0.7189,0.8283,1.8826,0.7268,Çerçevelik
82798,1110.093,436.5554,242.3814,83578,324.6871,0.8317,0.9907,0.6954,0.8443,1.8011,0.7437,Çerçevelik
76840,1087.252,424.9793,232.0255,77894,312.787,0.8378,0.9865,0.6582,0.8168,1.8316,0.736,Çerçevelik
69924,1006.757,388.4735,229.6952,70530,298.379,0.8065,0.9914,0.7286,0.8669,1.6913,0.7681,Çerçevelik
68275,1023.719,413.0049,211.0384,68876,294.8397,0.8596,0.9913,0.7134,0.8187,1.957,0.7139,Çerçevelik
63011,961.163,371.5589,216.594,63511,283.2456,0.8125,0.9921,0.7301,0.8571,1.7155,0.7623,Çerçevelik
86209,1112.009,415.7849,265.0808,87212,331.3076,0.7704,0.9885,0.7305,0.8761,1.5685,0.7968,Çerçevelik
75039,1123.468,453.2528,213.6238,76007,309.0997,0.882,0.9873,0.7464,0.7471,2.1217,0.682,Çerçevelik
68249,1031.968,415.3918,210.5805,68853,294.7835,0.862,0.9912,0.6296,0.8053,1.9726,0.7097,Çerçevelik
75716,1064.63,427.7998,225.9345,76238,310.4909,0.8492,0.9932,0.7441,0.8395,1.8935,0.7258,Çerçevelik
83911,1124.358,438.4762,244.9962,84745,326.8621,0.8293,0.9902,0.6836,0.8341,1.7897,0.7454,Çerçevelik
65317,968.895,371.1606,224.4779,65905,288.382,0.7964,0.9911,0.7614,0.8743,1.6534,0.777,Çerçevelik
60409,988.186,406.4673,190.2431,61098,277.3358,0.8837,0.9887,0.733,0.7774,2.1366,0.6823,Çerçevelik
65102,997.98,393.1779,211.91,65791,287.907,0.8423,0.9895,0.7325,0.8214,1.8554,0.7323,Çerçevelik
75648,1105.071,383.842,251.522,76498,310.3515,0.7554,0.9889,0.7518,0.7784,1.5261,0.8085,Çerçevelik
58889,952.727,372.017,203.4572,59534,273.8244,0.8372,0.9892,0.6779,0.8153,1.8285,0.7361,Çerçevelik
101872,1235.253,480.9564,270.7833,102668,360.1492,0.8264,0.9922,0.68,0.839,1.7762,0.7488,Çerçevelik
71905,1055.36,411.1628,224.5878,72726,302.5761,0.8376,0.9887,0.6479,0.8113,1.8307,0.7359,Çerçevelik
88424,1180.575,471.6906,240.0099,89586,335.5368,0.8609,0.987,0.7394,0.7972,1.9653,0.7113,Çerçevelik
102978,1247.198,487.191,270.436,104151,362.099,0.8318,0.9887,0.668,0.8319,1.8015,0.7432,Çerçevelik
70464,1028.705,406.3263,222.3346,71028,299.5289,0.837,0.9921,0.7154,0.8367,1.8275,0.7372,Çerçevelik
99386,1228.03,485.8489,261.2015,100357,355.7277,0.8432,0.9903,0.6394,0.8282,1.8601,0.7322,Çerçevelik
74353,1046.388,409.5914,231.9224,75034,307.6836,0.8242,0.9909,0.7071,0.8533,1.7661,0.7512,Çerçevelik
72566,1030.822,401.7252,230.4493,73117,303.9637,0.8191,0.9925,0.7393,0.8582,1.7432,0.7566,Çerçevelik
66174,985.089,366.4961,231.7714,66931,290.2677,0.7746,0.9887,0.6892,0.8569,1.5813,0.792,Çerçevelik
78483,1129.938,462.3931,217.1938,79325,316.1134,0.8828,0.9894,0.593,0.7725,2.1289,0.6836,Çerçevelik
78888,1198.946,393.6267,258.0186,80294,316.9279,0.7552,0.9825,0.7368,0.6896,1.5256,0.8051,Çerçevelik
69453,1010.882,399.3289,221.7379,70048,297.3723,0.8317,0.9915,0.7607,0.8541,1.8009,0.7447,Çerçevelik
67969,1007.37,395.9871,221.2116,68463,294.1782,0.8294,0.9928,0.7404,0.8417,1.7901,0.7429,Çerçevelik
81893,1127.301,441.5179,237.5255,83087,322.9077,0.843,0.9856,0.7181,0.8098,1.8588,0.7314,Çerçevelik
77054,1096.298,439.6744,224.2773,77705,313.2223,0.8601,0.9916,0.6283,0.8057,1.9604,0.7124,Çerçevelik
96178,1247.704,511.9081,240.0257,97043,349.9395,0.8833,0.9911,0.7461,0.7764,2.1327,0.6836,Çerçevelik
71768,1025.531,406.5734,225.3076,72315,302.2877,0.8324,0.9924,0.7173,0.8575,1.8045,0.7435,Çerçevelik
81013,1109.727,425.0978,244.3291,82136,321.1681,0.8183,0.9863,0.6917,0.8267,1.7399,0.7555,Çerçevelik
93313,1189.412,463.7824,257.2217,94188,344.688,0.8321,0.9907,0.7249,0.8289,1.803,0.7432,Çerçevelik
75795,1052.093,404.6336,238.9541,76547,310.6528,0.807,0.9902,0.7306,0.8605,1.6934,0.7677,Çerçevelik
73412,1053.637,419.7002,224.0424,74165,305.7304,0.8456,0.9898,0.6482,0.831,1.8733,0.7284,Çerçevelik
69144,1037.539,414.1029,214.2205,70111,296.7101,0.8558,0.9862,0.6969,0.8072,1.9331,0.7165,Çerçevelik
69573,1005.835,390.96,227.7105,70068,297.6291,0.8129,0.9929,0.6752,0.8642,1.7169,0.7613,Çerçevelik
65375,953.059,355.0603,235.0721,65995,288.51,0.7494,0.9906,0.7443,0.9044,1.5104,0.8126,Çerçevelik
65563,984.774,393.3192,212.8785,66035,288.9246,0.8409,0.9929,0.7296,0.8496,1.8476,0.7346,Çerçevelik
86505,1144.628,452.934,244.3227,87227,331.8759,0.842,0.9917,0.7243,0.8297,1.8538,0.7327,Çerçevelik
74948,1068.902,426.052,224.7881,75700,308.9122,0.8495,0.9901,0.678,0.8243,1.8953,0.7251,Çerçevelik
92547,1214.375,493.4909,239.8281,93424,343.2703,0.874,0.9906,0.6114,0.7886,2.0577,0.6956,Çerçevelik
73326,1048.647,408.789,229.636,74342,305.5512,0.8273,0.9863,0.7165,0.8379,1.7802,0.7475,Çerçevelik
93586,1162.973,448.7731,266.0874,94454,345.1918,0.8053,0.9908,0.7353,0.8695,1.6866,0.7692,Çerçevelik
73586,1020.916,394.8918,238.0174,74109,306.0925,0.7979,0.9929,0.7485,0.8872,1.6591,0.7751,Çerçevelik
76753,1039.69,385.1215,255.1327,77503,312.6099,0.7491,0.9903,0.7273,0.8923,1.5095,0.8117,Çerçevelik
65594,976.817,384.7373,218.0062,66003,288.9929,0.824,0.9938,0.7404,0.8639,1.7648,0.7511,Çerçevelik
77658,1060.762,406.273,244.9518,78446,314.4475,0.7978,0.99,0.7338,0.8673,1.6586,0.774,Çerçevelik
91455,1203.49,491.3347,237.4701,92255,341.2391,0.8754,0.9913,0.6791,0.7935,2.069,0.6945,Çerçevelik
82425,1104.453,433.2877,243.2176,83167,323.9549,0.8276,0.9911,0.7254,0.8491,1.7815,0.7477,Çerçevelik
65422,1008.42,395.3958,211.4682,66261,288.6137,0.845,0.9873,0.6673,0.8084,1.8698,0.7299,Çerçevelik
68663,1001.803,392.3675,223.8566,69265,295.6763,0.8213,0.9913,0.7304,0.8597,1.7528,0.7536,Çerçevelik
79424,1118.599,456.5852,222.9151,80134,318.0028,0.8727,0.9911,0.7459,0.7977,2.0482,0.6965,Çerçevelik
69375,1020.072,400.8691,221.583,69988,297.2053,0.8333,0.9912,0.712,0.8378,1.8091,0.7414,Çerçevelik
80306,1106.957,431.7003,237.5067,81047,319.7636,0.8351,0.9909,0.7326,0.8236,1.8176,0.7407,Çerçevelik
77348,1062.431,402.6828,245.8316,78431,313.8193,0.792,0.9862,0.72,0.8611,1.638,0.7793,Çerçevelik
78607,1104.858,444.4781,225.7373,79242,316.363,0.8614,0.992,0.6945,0.8092,1.969,0.7118,Çerçevelik
76249,1064.508,421.7171,230.6479,76789,311.5818,0.8372,0.993,0.7276,0.8456,1.8284,0.7388,Çerçevelik
87599,1148.241,448.2531,249.5575,88453,333.9678,0.8307,0.9903,0.7433,0.8349,1.7962,0.745,Çerçevelik
94940,1221.537,488.8275,248.7931,96135,347.68,0.8608,0.9876,0.7417,0.7996,1.9648,0.7113,Çerçevelik
67761,1001.306,380.5024,228.1263,68454,293.7277,0.8003,0.9899,0.7306,0.8493,1.6679,0.7719,Çerçevelik
67203,997.908,390.5428,219.7967,67844,292.5158,0.8266,0.9906,0.701,0.848,1.7768,0.749,Çerçevelik
80955,1121.401,452.0542,228.4732,81700,321.0531,0.8629,0.9909,0.7506,0.809,1.9786,0.7102,Çerçevelik
82069,1125.647,448.9059,233.6011,82876,323.2545,0.8539,0.9903,0.7152,0.8139,1.9217,0.7201,Çerçevelik
74986,1077.192,428.891,223.4677,75741,308.9905,0.8535,0.99,0.7118,0.8121,1.9193,0.7204,Çerçevelik
71563,1010.247,388.0756,235.1945,72103,301.8557,0.7954,0.9925,0.7027,0.8811,1.65,0.7778,Çerçevelik
85196,1160.292,460.6199,236.2519,86017,329.3553,0.8584,0.9905,0.6508,0.7952,1.9497,0.715,Çerçevelik
89165,1137.666,435.4343,261.4076,89981,336.9398,0.7997,0.9909,0.7302,0.8657,1.6657,0.7738,Çerçevelik
77994,1053.608,388.7629,256.4702,78700,315.127,0.7515,0.991,0.734,0.8829,1.5158,0.8106,Çerçevelik
87120,1173.539,472.9678,235.9258,88305,333.0535,0.8667,0.9866,0.7377,0.7949,2.0047,0.7042,Çerçevelik
76931,1102.157,447.6323,219.9894,77912,312.9722,0.8709,0.9874,0.7649,0.7958,2.0348,0.6992,Çerçevelik
84697,1132.218,443.8617,243.4756,85817,328.3894,0.8361,0.9869,0.6605,0.8303,1.823,0.7398,Çerçevelik
78088,1124.588,456.0179,218.6686,78855,315.3169,0.8775,0.9903,0.6639,0.7759,2.0854,0.6915,Çerçevelik
68012,1037.619,414.452,209.9692,68847,294.2712,0.8622,0.9879,0.729,0.7938,1.9739,0.71,Çerçevelik
84259,1139.639,456.0281,235.699,84990,327.5391,0.8561,0.9914,0.752,0.8153,1.9348,0.7182,Çerçevelik
65411,962.03,359.5264,232.5253,66102,288.5895,0.7627,0.9895,0.7266,0.8881,1.5462,0.8027,Çerçevelik
65765,998.338,394.6054,213.0929,66690,289.3693,0.8417,0.9861,0.6993,0.8292,1.8518,0.7333,Çerçevelik
87681,1125.864,431.1216,260.956,88512,334.1241,0.796,0.9906,0.7205,0.8692,1.6521,0.775,Çerçevelik
98296,1181.854,448.3096,281.348,99065,353.7716,0.7786,0.9922,0.7346,0.8843,1.5934,0.7891,Çerçevelik
79754,1132.588,459.8052,222.0332,80858,318.6627,0.8757,0.9863,0.6748,0.7813,2.0709,0.693,Çerçevelik
98457,1218.752,465.8918,270.6915,99556,354.0612,0.8139,0.989,0.7265,0.833,1.7211,0.76,Çerçevelik
78511,1114.002,454.565,220.9939,79257,316.1697,0.8739,0.9906,0.7085,0.795,2.0569,0.6955,Çerçevelik
69070,1002.06,384.5763,230.2959,69623,296.5513,0.8009,0.9921,0.7189,0.8644,1.6699,0.7711,Çerçevelik
82029,1103.206,428.6908,244.9967,83039,323.1758,0.8206,0.9878,0.7276,0.847,1.7498,0.7539,Çerçevelik
74565,1108.596,447.5146,212.7916,75400,308.1219,0.8797,0.9889,0.6968,0.7624,2.1031,0.6885,Çerçevelik
69452,1015.374,406.6001,217.9744,70038,297.3702,0.8442,0.9916,0.7428,0.8465,1.8654,0.7314,Çerçevelik
70305,1053.976,429.9598,209.7205,71159,299.1908,0.873,0.988,0.738,0.7953,2.0502,0.6959,Çerçevelik
95964,1202.762,479.3655,255.7648,96683,349.5499,0.8458,0.9926,0.6899,0.8336,1.8742,0.7292,Çerçevelik
82618,1156.895,481.4847,219.6581,83448,324.3339,0.8899,0.9901,0.7565,0.7757,2.192,0.6736,Çerçevelik
62908,984.099,396.7096,202.5649,63490,283.0141,0.8598,0.9908,0.664,0.8163,1.9584,0.7134,Çerçevelik
73830,1049.961,408.9587,231.2489,74577,306.5995,0.8248,0.99,0.6502,0.8416,1.7685,0.7497,Çerçevelik
64557,962.801,371.5194,222.7375,65056,286.6994,0.8004,0.9923,0.7197,0.8751,1.668,0.7717,Çerçevelik
82316,1121.279,437.4098,241.7525,83860,323.7406,0.8334,0.9816,0.7462,0.8227,1.8093,0.7401,Çerçevelik
73223,1052.517,417.8197,224.9094,74367,305.3366,0.8428,0.9846,0.6679,0.8306,1.8577,0.7308,Çerçevelik
61280,973.889,386.9175,204.3061,62284,279.328,0.8492,0.9839,0.7284,0.8119,1.8938,0.7219,Çerçevelik
66086,992.483,388.6784,217.6789,66864,290.0747,0.8285,0.9884,0.7251,0.8431,1.7856,0.7463,Çerçevelik
87080,1160.399,463.6087,241.0442,87925,332.977,0.8542,0.9904,0.7202,0.8127,1.9233,0.7182,Çerçevelik
75985,1094.898,446.7831,217.7286,76839,311.042,0.8732,0.9889,0.7109,0.7965,2.052,0.6962,Çerçevelik
66846,1000.908,399.247,213.9647,67418,291.7378,0.8443,0.9915,0.75,0.8385,1.8659,0.7307,Çerçevelik
88283,1147.212,454.1398,248.5042,88978,335.2692,0.837,0.9922,0.6691,0.8429,1.8275,0.7383,Çerçevelik
73832,1030.211,393.978,239.4966,74641,306.6037,0.794,0.9892,0.7062,0.8742,1.645,0.7782,Çerçevelik
70595,1028.377,406.0595,222.3746,71268,299.8072,0.8367,0.9906,0.662,0.8388,1.826,0.7383,Çerçevelik
59768,959.724,388.3111,196.7763,60292,275.8604,0.8621,0.9913,0.7221,0.8154,1.9734,0.7104,Çerçevelik
65320,1001.012,399.9118,210.6512,66404,288.3886,0.85,0.9837,0.6542,0.8192,1.8985,0.7211,Çerçevelik
84611,1140.264,462.2931,233.327,85284,328.2226,0.8633,0.9921,0.6839,0.8178,1.9813,0.71,Çerçevelik
64399,960.611,354.4452,233.2255,65314,286.3483,0.753,0.986,0.7124,0.877,1.5198,0.8079,Çerçevelik
61828,952.932,369.5451,214.6288,62580,280.5742,0.8141,0.988,0.7596,0.8556,1.7218,0.7592,Çerçevelik
64236,963.377,365.887,225.6229,65186,285.9857,0.7872,0.9854,0.7308,0.8698,1.6217,0.7816,Çerçevelik
69119,1004.552,398.421,221.4899,69560,296.6564,0.8312,0.9937,0.6819,0.8607,1.7988,0.7446,Çerçevelik
67342,995.002,382.9289,225.3846,68007,292.8182,0.8084,0.9902,0.7141,0.8548,1.699,0.7647,Çerçevelik
71531,1006.504,380.7039,240.1967,72073,301.7882,0.7758,0.9925,0.7183,0.8873,1.585,0.7927,Çerçevelik
80791,1129.16,444.1511,234.1187,81752,320.7278,0.8498,0.9882,0.7352,0.7963,1.8971,0.7221,Çerçevelik
60925,957.318,375.9761,207.4241,61599,278.5177,0.834,0.9891,0.7122,0.8354,1.8126,0.7408,Çerçevelik
61567,1092.549,383.964,207.747,64254,279.9813,0.841,0.9582,0.7029,0.6482,1.8482,0.7292,Çerçevelik
67658,1000.448,385.5023,225.644,68313,293.5044,0.8108,0.9904,0.6995,0.8495,1.7085,0.7614,Çerçevelik
71327,1035.464,415.7296,219.3659,72057,301.3575,0.8495,0.9899,0.6928,0.836,1.8951,0.7249,Çerçevelik
80009,1096.173,423.2968,241.341,80890,319.1718,0.8215,0.9891,0.699,0.8367,1.7539,0.754,Çerçevelik
79991,1107.468,437.5165,233.3934,80846,319.1359,0.8458,0.9894,0.74,0.8196,1.8746,0.7294,Çerçevelik
70162,1047.63,420.9797,213.56,71039,298.8863,0.8618,0.9877,0.6985,0.8033,1.9712,0.71,Çerçevelik
75398,1096.776,438.036,220.7575,76592,309.8382,0.8637,0.9844,0.702,0.7877,1.9842,0.7073,Çerçevelik
63314,937.288,345.6927,234.4716,63784,283.9259,0.7348,0.9926,0.7439,0.9057,1.4743,0.8213,Çerçevelik
81221,1088.565,415.7956,249.4503,81921,321.5801,0.8,0.9915,0.7329,0.8613,1.6668,0.7734,Çerçevelik
92201,1199.309,482.777,244.2383,92937,342.628,0.8626,0.9921,0.738,0.8055,1.9767,0.7097,Çerçevelik
73755,1093.952,438.5435,215.4774,74864,306.4438,0.871,0.9852,0.5919,0.7745,2.0352,0.6988,Çerçevelik
